IEI,NASDAQ,ISHARES 3-7 YEAR TREASURY BOND ETF,N/A,N/A
IEF,NASDAQ,ISHARES 7-10 YEAR TREASURY BOND ETF,N/A,N/A
AIA,NASDAQ,ISHARES ASIA 50 ETF,N/A,N/A
COMT,NASDAQ,ISHARES COMMODITIES SELECT STRATEGY ETF,N/A,N/A
ISTB,NASDAQ,ISHARES CORE 1-5 YEAR USD BOND ETF,N/A,N/A
IXUS,NASDAQ,ISHARES CORE MSCI TOTAL INTERNATIONAL STOCK ETF,N/A,N/A
IUSG,NASDAQ,ISHARES CORE S&P U.S. GROWTH ETF,N/A,N/A
IUSV,NASDAQ,ISHARES CORE S&P U.S. VALUE ETF,N/A,N/A
IUSB,NASDAQ,ISHARES CORE TOTAL USD BOND MARKET ETF,N/A,N/A
HEWG,NASDAQ,ISHARES CURRENCY HEDGED MSCI GERMANY ETF,N/A,N/A
SUSB,NASDAQ,ISHARES ESG 1-5 YEAR USD CORPORATE BOND ETF,N/A,N/A
SUSC,NASDAQ,ISHARES ESG USD CORPORATE BOND ETF,N/A,N/A
XT,NASDAQ,ISHARES EXPONENTIAL TECHNOLOGIES ETF,N/A,N/A
FALN,NASDAQ,ISHARES FALLEN ANGELS USD BOND ETF,N/A,N/A
IFEU,NASDAQ,ISHARES FTSE EPRA/NAREIT EUROPE INDEX FUND,N/A,N/A
IFGL,NASDAQ,ISHARES FTSE EPRA/NAREIT GLOBAL REAL ESTATE EX-U.S. INDEX FUND,N/A,N/A
IGF,NASDAQ,ISHARES GLOBAL INFRASTRUCTURE ETF,N/A,N/A
GNMA,NASDAQ,ISHARES GNMA BOND ETF,N/A,N/A
HYXE,NASDAQ,ISHARES IBOXX $ HIGH YIELD EX OIL & GAS CORPORATE BOND ETF,N/A,N/A
CIU,NASDAQ,ISHARES INTERMEDIATE CREDIT BOND ETF,N/A,N/A
IGOV,NASDAQ,ISHARES INTERNATIONAL TREASURY BOND ETF,N/A,N/A
EMB,NASDAQ,ISHARES J.P. MORGAN USD EMERGING MARKETS BOND ETF,N/A,N/A
MBB,NASDAQ,ISHARES MBS ETF,N/A,N/A
JKI,NASDAQ,ISHARES MORNINGSTAR MID-CAP ETF,N/A,N/A
ACWX,NASDAQ,ISHARES MSCI ACWI EX US INDEX FUND,N/A,N/A
ACWI,NASDAQ,ISHARES MSCI ACWI INDEX FUND,N/A,N/A
AAXJ,NASDAQ,ISHARES MSCI ALL COUNTRY ASIA EX JAPAN INDEX FUND,N/A,N/A
EWZS,NASDAQ,ISHARES MSCI BRAZIL SMALL-CAP ETF,N/A,N/A
MCHI,NASDAQ,ISHARES MSCI CHINA ETF,N/A,N/A
ESGD,NASDAQ,ISHARES MSCI EAFE ESG OPTIMIZED ETF,N/A,N/A
SCZ,NASDAQ,ISHARES MSCI EAFE SMALL-CAP ETF,N/A,N/A
ESGE,NASDAQ,ISHARES MSCI EM ESG OPTIMIZED ETF,N/A,N/A
EEMA,NASDAQ,ISHARES MSCI EMERGING MARKETS ASIA INDEX FUND,N/A,N/A
EMXC,NASDAQ,ISHARES MSCI EMERGING MARKETS EX CHINA ETF,N/A,N/A
EUFN,NASDAQ,ISHARES MSCI EUROPE FINANCIALS SECTOR INDEX FUND,N/A,N/A
IEUS,NASDAQ,ISHARES MSCI EUROPE SMALL-CAP ETF,N/A,N/A
RING,NASDAQ,ISHARES MSCI GLOBAL GOLD MINERS ETF,N/A,N/A
MPCT,NASDAQ,ISHARES MSCI GLOBAL IMPACT ETF,N/A,N/A
ENZL,NASDAQ,ISHARES MSCI NEW ZEALAND ETF,N/A,N/A
QAT,NASDAQ,ISHARES MSCI QATAR ETF,N/A,N/A
TUR,NASDAQ,ISHARES MSCI TURKEY ETF,N/A,N/A
UAE,NASDAQ,ISHARES MSCI UAE ETF,N/A,N/A
ESGU,NASDAQ,ISHARES MSCI USA ESG OPTIMIZED ETF,N/A,N/A
IBB,NASDAQ,ISHARES NASDAQ BIOTECHNOLOGY INDEX FUND,N/A,N/A
SOXX,NASDAQ,ISHARES PHLX SOX SEMICONDUCTOR SECTOR INDEX FUND,N/A,N/A
AMCA,NASDAQ,ISHARES RUSSELL 1000 PURE U.S. REVENUE ETF,N/A,N/A
EMIF,NASDAQ,ISHARES S&P EMERGING MARKETS INFRASTRUCTURE INDEX FUND,N/A,N/A
ICLN,NASDAQ,ISHARES S&P GLOBAL CLEAN ENERGY INDEX FUND,N/A,N/A
WOOD,NASDAQ,ISHARES S&P GLOBAL TIMBER & FORESTRY INDEX FUND,N/A,N/A
INDY,NASDAQ,ISHARES S&P INDIA NIFTY 50 INDEX FUND,N/A,N/A
IJT,NASDAQ,ISHARES S&P SMALL-CAP 600 GROWTH ETF,N/A,N/A
DVY,NASDAQ,ISHARES SELECT DIVIDEND ETF,N/A,N/A
SHV,NASDAQ,ISHARES SHORT TREASURY BOND ETF,N/A,N/A
CRED,NASDAQ,ISHARES U.S. CREDIT BOND ETF,N/A,N/A
PFF,NASDAQ,ISHARES U.S. PREFERRED STOCK ETF,N/A,N/A
ISRL,NASDAQ,"ISRAMCO, INC.",ENERGY,OIL & GAS PRODUCTION
ITI,NASDAQ,"ITERIS, INC.",CONSUMER DURABLES,TELECOMMUNICATIONS EQUIPMENT
ITRI,NASDAQ,"ITRON, INC.",CAPITAL GOODS,ELECTRICAL PRODUCTS
ITRN,NASDAQ,ITURAN LOCATION AND CONTROL LTD.,CONSUMER NON-DURABLES,ELECTRONIC COMPONENTS
ITUS,NASDAQ,ITUS CORPORATION,MISCELLANEOUS,MULTI-SECTOR COMPANIES
IVENC,NASDAQ,IVY NEXTSHARES,N/A,N/A
IVFGC,NASDAQ,IVY NEXTSHARES,N/A,N/A
IVFVC,NASDAQ,IVY NEXTSHARES,N/A,N/A
IZEA,NASDAQ,IZEA INC.,CONSUMER SERVICES,ADVERTISING
JJSF,NASDAQ,J & J SNACK FOODS CORP.,CONSUMER NON-DURABLES,SPECIALTY FOODS
MAYS,NASDAQ,"J. W. MAYS, INC.",CONSUMER SERVICES,BUILDING OPERATORS
JBHT,NASDAQ,"J.B. HUNT TRANSPORT SERVICES, INC.",TRANSPORTATION,TRUCKING FREIGHT/COURIER SERVICES
JCOM,NASDAQ,"J2 GLOBAL, INC.",TECHNOLOGY,TELECOMMUNICATIONS EQUIPMENT
JASO,NASDAQ,"JA SOLAR HOLDINGS, CO., LTD.",TECHNOLOGY,SEMICONDUCTORS
JKHY,NASDAQ,"JACK HENRY & ASSOCIATES, INC.",TECHNOLOGY,EDP SERVICES
JACK,NASDAQ,JACK IN THE BOX INC.,CONSUMER SERVICES,RESTAURANTS
JXSB,NASDAQ,JACKSONVILLE BANCORP INC.,FINANCE,SAVINGS INSTITUTIONS
JAGX,NASDAQ,"JAGUAR HEALTH, INC.",HEALTH CARE,MAJOR PHARMACEUTICALS
JAKK,NASDAQ,"JAKKS PACIFIC, INC.",CONSUMER NON-DURABLES,RECREATIONAL PRODUCTS/TOYS
JMBA,NASDAQ,"JAMBA, INC.",CONSUMER SERVICES,RESTAURANTS
JRVR,NASDAQ,"JAMES RIVER GROUP HOLDINGS, LTD.",FINANCE,PROPERTY-CASUALTY INSURERS
SGQI,NASDAQ,JANUS HENDERSON SG GLOBAL QUALITY INCOME ETF,N/A,N/A
JSML,NASDAQ,JANUS HENDERSON SMALL CAP GROWTH ALPHA ETF,N/A,N/A
JSMD,NASDAQ,JANUS HENDERSON SMALL/MID CAP GROWTH ALPHA ETF,N/A,N/A
JASN,NASDAQ,"JASON INDUSTRIES, INC.",CONSUMER DURABLES,MISCELLANEOUS MANUFACTURING INDUSTRIES
JASNW,NASDAQ,"JASON INDUSTRIES, INC.",CONSUMER DURABLES,MISCELLANEOUS MANUFACTURING INDUSTRIES
JAZZ,NASDAQ,JAZZ PHARMACEUTICALS PLC,HEALTH CARE,MAJOR PHARMACEUTICALS
JD,NASDAQ,"JD.COM, INC.",CONSUMER SERVICES,OTHER SPECIALTY STORES
JSYN,NASDAQ,JENSYN ACQUISTION CORP.,PUBLIC UTILITIES,NATURAL GAS DISTRIBUTION
JSYNR,NASDAQ,JENSYN ACQUISTION CORP.,PUBLIC UTILITIES,NATURAL GAS DISTRIBUTION
JSYNU,NASDAQ,JENSYN ACQUISTION CORP.,PUBLIC UTILITIES,NATURAL GAS DISTRIBUTION
JSYNW,NASDAQ,JENSYN ACQUISTION CORP.,PUBLIC UTILITIES,NATURAL GAS DISTRIBUTION
JRSH,NASDAQ,"JERASH HOLDINGS (US), INC.",CONSUMER NON-DURABLES,APPAREL
JBLU,NASDAQ,JETBLUE AIRWAYS CORPORATION,TRANSPORTATION,AIR FREIGHT/DELIVERY SERVICES
JTPY,NASDAQ,JETPAY CORPORATION,FINANCE,BUSINESS SERVICES
JCTCF,NASDAQ,JEWETT-CAMERON TRADING COMPANY,CONSUMER SERVICES,RETAIL: BUILDING MATERIALS
JMU,NASDAQ,JMU LIMITED,TECHNOLOGY,EDP SERVICES
JBSS,NASDAQ,"JOHN B. SANFILIPPO & SON, INC.",CONSUMER NON-DURABLES,SPECIALTY FOODS
JOUT,NASDAQ,JOHNSON OUTDOORS INC.,CONSUMER NON-DURABLES,RECREATIONAL PRODUCTS/TOYS
JNCE,NASDAQ,"JOUNCE THERAPEUTICS, INC.",HEALTH CARE,BIOTECHNOLOGY: BIOLOGICAL PRODUCTS (NO DIAGNOSTIC SUBSTANCES)
JNP,NASDAQ,"JUNIPER PHARMACEUTICALS, INC.",HEALTH CARE,MAJOR PHARMACEUTICALS
KTWO,NASDAQ,"K2M GROUP HOLDINGS, INC.",HEALTH CARE,MEDICAL/DENTAL INSTRUMENTS
KALU,NASDAQ,KAISER ALUMINUM CORPORATION,CAPITAL GOODS,METAL FABRICATIONS
KALA,NASDAQ,"KALA PHARMACEUTICALS, INC.",HEALTH CARE,MAJOR PHARMACEUTICALS
KALV,NASDAQ,"KALVISTA PHARMACEUTICALS, INC.",HEALTH CARE,MAJOR PHARMACEUTICALS
KMDA,NASDAQ,KAMADA LTD.,HEALTH CARE,MAJOR PHARMACEUTICALS
KNDI,NASDAQ,"KANDI TECHNOLOGIES GROUP, INC.",CAPITAL GOODS,AUTO MANUFACTURING
KPTI,NASDAQ,KARYOPHARM THERAPEUTICS INC.,HEALTH CARE,MAJOR PHARMACEUTICALS
KAAC,NASDAQ,KAYNE ANDERSON ACQUISITION CORP.,FINANCE,BUSINESS SERVICES
KAACU,NASDAQ,KAYNE ANDERSON ACQUISITION CORP.,FINANCE,BUSINESS SERVICES
KAACW,NASDAQ,KAYNE ANDERSON ACQUISITION CORP.,FINANCE,BUSINESS SERVICES
KZIA,NASDAQ,KAZIA THERAPEUTICS LIMITED,CAPITAL GOODS,MISCELLANEOUS
KBLM,NASDAQ,KBL MERGER CORP. IV,FINANCE,BUSINESS SERVICES
KBLMR,NASDAQ,KBL MERGER CORP. IV,FINANCE,BUSINESS SERVICES
KBLMU,NASDAQ,KBL MERGER CORP. IV,FINANCE,BUSINESS SERVICES
KBLMW,NASDAQ,KBL MERGER CORP. IV,FINANCE,BUSINESS SERVICES
KBSF,NASDAQ,KBS FASHION GROUP LIMITED,CONSUMER NON-DURABLES,APPAREL
KCAP,NASDAQ,"KCAP FINANCIAL, INC.",N/A,N/A
KCAPL,NASDAQ,"KCAP FINANCIAL, INC.",N/A,N/A
KRNY,NASDAQ,KEARNY FINANCIAL,FINANCE,SAVINGS INSTITUTIONS
KELYA,NASDAQ,"KELLY SERVICES, INC.",TECHNOLOGY,PROFESSIONAL SERVICES
KELYB,NASDAQ,"KELLY SERVICES, INC.",TECHNOLOGY,PROFESSIONAL SERVICES
KMPH,NASDAQ,"KEMPHARM, INC.",HEALTH CARE,MAJOR PHARMACEUTICALS
KFFB,NASDAQ,KENTUCKY FIRST FEDERAL BANCORP,FINANCE,SAVINGS INSTITUTIONS
KERX,NASDAQ,"KERYX BIOPHARMACEUTICALS, INC.",HEALTH CARE,MAJOR PHARMACEUTICALS
KEQU,NASDAQ,KEWAUNEE SCIENTIFIC CORPORATION,CAPITAL GOODS,MEDICAL SPECIALITIES
KTCC,NASDAQ,KEY TRONIC CORPORATION,TECHNOLOGY,COMPUTER PERIPHERAL EQUIPMENT
KFRC,NASDAQ,"KFORCE, INC.",TECHNOLOGY,PROFESSIONAL SERVICES
KE,NASDAQ,"KIMBALL ELECTRONICS, INC.",TECHNOLOGY,ELECTRICAL PRODUCTS
KBAL,NASDAQ,"KIMBALL INTERNATIONAL, INC.",CONSUMER DURABLES,HOME FURNISHINGS
KIN,NASDAQ,"KINDRED BIOSCIENCES, INC.",HEALTH CARE,MAJOR PHARMACEUTICALS
KGJI,NASDAQ,KINGOLD JEWELRY INC.,MISCELLANEOUS,BUSINESS SERVICES
KINS,NASDAQ,"KINGSTONE COMPANIES, INC",FINANCE,PROPERTY-CASUALTY INSURERS
KONE,NASDAQ,KINGTONE WIRELESSINFO SOLUTION HOLDING LTD,TECHNOLOGY,EDP SERVICES
KNSL,NASDAQ,"KINSALE CAPITAL GROUP, INC.",FINANCE,PROPERTY-CASUALTY INSURERS
KIRK,NASDAQ,"KIRKLAND&#39;S, INC.",CONSUMER SERVICES,OTHER SPECIALTY STORES
KTOV,NASDAQ,KITOV PHARMA LTD.,HEALTH CARE,MAJOR PHARMACEUTICALS
KTOVW,NASDAQ,KITOV PHARMA LTD.,HEALTH CARE,MAJOR PHARMACEUTICALS
KLAC,NASDAQ,KLA-TENCOR CORPORATION,CAPITAL GOODS,ELECTRONIC COMPONENTS
KLXI,NASDAQ,KLX INC.,CAPITAL GOODS,AEROSPACE
KONA,NASDAQ,"KONA GRILL, INC.",CONSUMER SERVICES,RESTAURANTS
KOPN,NASDAQ,KOPIN CORPORATION,TECHNOLOGY,SEMICONDUCTORS
KRNT,NASDAQ,KORNIT DIGITAL LTD.,CAPITAL GOODS,INDUSTRIAL MACHINERY/COMPONENTS
KOSS,NASDAQ,KOSS CORPORATION,CONSUMER NON-DURABLES,CONSUMER ELECTRONICS/APPLIANCES
KWEB,NASDAQ,KRANESHARES TRUST KRANESHARES CSI CHINA INTERNET ETF,N/A,N/A
KTOS,NASDAQ,"KRATOS DEFENSE & SECURITY SOLUTIONS, INC.",CAPITAL GOODS,MILITARY/GOVERNMENT/TECHNICAL
KRYS,NASDAQ,"KRYSTAL BIOTECH, INC.",HEALTH CARE,BIOTECHNOLOGY: BIOLOGICAL PRODUCTS (NO DIAGNOSTIC SUBSTANCES)
KLIC,NASDAQ,"KULICKE AND SOFFA INDUSTRIES, INC.",TECHNOLOGY,SEMICONDUCTORS
KURA,NASDAQ,"KURA ONCOLOGY, INC.",HEALTH CARE,MAJOR PHARMACEUTICALS
KVHI,NASDAQ,"KVH INDUSTRIES, INC.",TECHNOLOGY,RADIO AND TELEVISION BROADCASTING AND COMMUNICATIONS EQUIPMENT
FSTR,NASDAQ,L.B. FOSTER COMPANY,BASIC INDUSTRIES,METAL FABRICATIONS
LJPC,NASDAQ,LA JOLLA PHARMACEUTICAL COMPANY,HEALTH CARE,BIOTECHNOLOGY: BIOLOGICAL PRODUCTS (NO DIAGNOSTIC SUBSTANCES)
LSBK,NASDAQ,"LAKE SHORE BANCORP, INC.",FINANCE,SAVINGS INSTITUTIONS
LBAI,NASDAQ,"LAKELAND BANCORP, INC.",FINANCE,MAJOR BANKS
LKFN,NASDAQ,LAKELAND FINANCIAL CORPORATION,FINANCE,MAJOR BANKS
LAKE,NASDAQ,"LAKELAND INDUSTRIES, INC.",HEALTH CARE,INDUSTRIAL SPECIALTIES
LRCX,NASDAQ,LAM RESEARCH CORPORATION,TECHNOLOGY,INDUSTRIAL MACHINERY/COMPONENTS
LAMR,NASDAQ,LAMAR ADVERTISING COMPANY,CONSUMER SERVICES,REAL ESTATE INVESTMENT TRUSTS
LANC,NASDAQ,LANCASTER COLONY CORPORATION,CONSUMER NON-DURABLES,PACKAGED FOODS
LCA,NASDAQ,"LANDCADIA HOLDINGS, INC.",FINANCE,BUSINESS SERVICES
LCAHU,NASDAQ,"LANDCADIA HOLDINGS, INC.",FINANCE,BUSINESS SERVICES
LCAHW,NASDAQ,"LANDCADIA HOLDINGS, INC.",FINANCE,BUSINESS SERVICES
LNDC,NASDAQ,LANDEC CORPORATION,CONSUMER NON-DURABLES,PACKAGED FOODS
LARK,NASDAQ,LANDMARK BANCORP INC.,FINANCE,MAJOR BANKS
LMRK,NASDAQ,LANDMARK INFRASTRUCTURE PARTNERS LP,CONSUMER SERVICES,REAL ESTATE
LMRKN,NASDAQ,LANDMARK INFRASTRUCTURE PARTNERS LP,CONSUMER SERVICES,REAL ESTATE
LMRKO,NASDAQ,LANDMARK INFRASTRUCTURE PARTNERS LP,CONSUMER SERVICES,REAL ESTATE
LMRKP,NASDAQ,LANDMARK INFRASTRUCTURE PARTNERS LP,CONSUMER SERVICES,REAL ESTATE
LE,NASDAQ,"LANDS&#39; END, INC.",CONSUMER SERVICES,CLOTHING/SHOE/ACCESSORY STORES
LSTR,NASDAQ,"LANDSTAR SYSTEM, INC.",TRANSPORTATION,TRUCKING FREIGHT/COURIER SERVICES
LNTH,NASDAQ,"LANTHEUS HOLDINGS, INC.",HEALTH CARE,BIOTECHNOLOGY: IN VITRO & IN VIVO DIAGNOSTIC SUBSTANCES
LTRX,NASDAQ,"LANTRONIX, INC.",TECHNOLOGY,COMPUTER COMMUNICATIONS EQUIPMENT
LSCC,NASDAQ,LATTICE SEMICONDUCTOR CORPORATION,TECHNOLOGY,SEMICONDUCTORS
LAUR,NASDAQ,"LAUREATE EDUCATION, INC.",CONSUMER SERVICES,OTHER CONSUMER SERVICES
LAWS,NASDAQ,"LAWSON PRODUCTS, INC.",CONSUMER DURABLES,INDUSTRIAL SPECIALTIES
LAYN,NASDAQ,LAYNE CHRISTENSEN COMPANY,BASIC INDUSTRIES,ENGINEERING & CONSTRUCTION
LAZY,NASDAQ,"LAZYDAYS HOLDINGS, INC.",CONSUMER DURABLES,AUTOMOTIVE AFTERMARKET
LCNB,NASDAQ,LCNB CORPORATION,FINANCE,MAJOR BANKS
LBIX,NASDAQ,LEADING BRANDS INC,CONSUMER NON-DURABLES,BEVERAGES (PRODUCTION/DISTRIBUTION)
LPTX,NASDAQ,"LEAP THERAPEUTICS, INC.",HEALTH CARE,BIOTECHNOLOGY: BIOLOGICAL PRODUCTS (NO DIAGNOSTIC SUBSTANCES)
LGCY,NASDAQ,LEGACY RESERVES LP,ENERGY,OIL & GAS PRODUCTION
LGCYO,NASDAQ,LEGACY RESERVES LP,ENERGY,OIL & GAS PRODUCTION
LGCYP,NASDAQ,LEGACY RESERVES LP,ENERGY,OIL & GAS PRODUCTION
LTXB,NASDAQ,"LEGACYTEXAS FINANCIAL GROUP, INC.",FINANCE,SAVINGS INSTITUTIONS
DDBI,NASDAQ,LEGG MASON DEVELOPED EX-US DIVERSIFIED CORE ETF,N/A,N/A
EDBI,NASDAQ,LEGG MASON EMERGING MARKETS DIVERSIFIED CORE ETF,N/A,N/A
INFR,NASDAQ,LEGG MASON GLOBAL INFRASTRUCTURE ETF,N/A,N/A
LVHD,NASDAQ,LEGG MASON LOW VOLATILITY HIGH DIVIDEND ETF,N/A,N/A
SQLV,NASDAQ,LEGG MASON SMALL-CAP QUALITY VALUE ETF,N/A,N/A
UDBI,NASDAQ,LEGG MASON US DIVERSIFIED CORE ETF,N/A,N/A
LACQ,NASDAQ,LEISURE ACQUISITION CORP.,FINANCE,BUSINESS SERVICES
LACQU,NASDAQ,LEISURE ACQUISITION CORP.,FINANCE,BUSINESS SERVICES
LACQW,NASDAQ,LEISURE ACQUISITION CORP.,FINANCE,BUSINESS SERVICES
LMAT,NASDAQ,"LEMAITRE VASCULAR, INC.",HEALTH CARE,MEDICAL/DENTAL INSTRUMENTS
TREE,NASDAQ,"LENDINGTREE, INC.",FINANCE,FINANCE: CONSUMER SERVICES
LEVL,NASDAQ,"LEVEL ONE BANCORP, INC.",FINANCE,MAJOR BANKS
LXRX,NASDAQ,"LEXICON PHARMACEUTICALS, INC.",HEALTH CARE,MAJOR PHARMACEUTICALS
LX,NASDAQ,LEXINFINTECH HOLDINGS LTD.,FINANCE,FINANCE: CONSUMER SERVICES
LGIH,NASDAQ,"LGI HOMES, INC.",CAPITAL GOODS,HOMEBUILDING
LHCG,NASDAQ,LHC GROUP,HEALTH CARE,MEDICAL/NURSING SERVICES
LLIT,NASDAQ,LIANLUO SMART LIMITED,HEALTH CARE,MEDICAL/DENTAL INSTRUMENTS
LBRDA,NASDAQ,LIBERTY BROADBAND CORPORATION,CONSUMER SERVICES,TELEVISION SERVICES
LBRDK,NASDAQ,LIBERTY BROADBAND CORPORATION,CONSUMER SERVICES,TELEVISION SERVICES
LEXEA,NASDAQ,"LIBERTY EXPEDIA HOLDINGS, INC.",CONSUMER SERVICES,OTHER CONSUMER SERVICES
LEXEB,NASDAQ,"LIBERTY EXPEDIA HOLDINGS, INC.",CONSUMER SERVICES,OTHER CONSUMER SERVICES
LBTYA,NASDAQ,LIBERTY GLOBAL PLC,CONSUMER SERVICES,TELEVISION SERVICES
LBTYB,NASDAQ,LIBERTY GLOBAL PLC,CONSUMER SERVICES,TELEVISION SERVICES
LBTYK,NASDAQ,LIBERTY GLOBAL PLC,CONSUMER SERVICES,TELEVISION SERVICES
LILA,NASDAQ,LIBERTY LATIN AMERICA LTD.,CONSUMER SERVICES,TELEVISION SERVICES
LILAK,NASDAQ,LIBERTY LATIN AMERICA LTD.,CONSUMER SERVICES,TELEVISION SERVICES
BATRA,NASDAQ,LIBERTY MEDIA CORPORATION,CONSUMER SERVICES,BROADCASTING
BATRK,NASDAQ,LIBERTY MEDIA CORPORATION,CONSUMER SERVICES,BROADCASTING
FWONA,NASDAQ,LIBERTY MEDIA CORPORATION,CONSUMER SERVICES,BROADCASTING
FWONK,NASDAQ,LIBERTY MEDIA CORPORATION,CONSUMER SERVICES,BROADCASTING
LSXMA,NASDAQ,LIBERTY MEDIA CORPORATION,CONSUMER SERVICES,BROADCASTING
LSXMB,NASDAQ,LIBERTY MEDIA CORPORATION,CONSUMER SERVICES,BROADCASTING
LSXMK,NASDAQ,LIBERTY MEDIA CORPORATION,CONSUMER SERVICES,BROADCASTING
TAX,NASDAQ,"LIBERTY TAX, INC.",MISCELLANEOUS,MULTI-SECTOR COMPANIES
LTRPA,NASDAQ,"LIBERTY TRIPADVISOR HOLDINGS, INC.",TECHNOLOGY,EDP SERVICES
LTRPB,NASDAQ,"LIBERTY TRIPADVISOR HOLDINGS, INC.",TECHNOLOGY,EDP SERVICES
LPNT,NASDAQ,"LIFEPOINT HEALTH, INC.",HEALTH CARE,HOSPITAL/NURSING MANAGEMENT
LCUT,NASDAQ,"LIFETIME BRANDS, INC.",CAPITAL GOODS,INDUSTRIAL MACHINERY/COMPONENTS
LFVN,NASDAQ,LIFEVANTAGE CORPORATION,HEALTH CARE,MAJOR PHARMACEUTICALS
LWAY,NASDAQ,"LIFEWAY FOODS, INC.",CONSUMER NON-DURABLES,PACKAGED FOODS
LGND,NASDAQ,LIGAND PHARMACEUTICALS INCORPORATED,HEALTH CARE,MAJOR PHARMACEUTICALS
LTBR,NASDAQ,LIGHTBRIDGE CORPORATION,CONSUMER SERVICES,PROFESSIONAL SERVICES
LPTH,NASDAQ,"LIGHTPATH TECHNOLOGIES, INC.",TECHNOLOGY,SEMICONDUCTORS
LLEX,NASDAQ,"LILIS ENERGY, INC.",ENERGY,OIL & GAS PRODUCTION
LMB,NASDAQ,"LIMBACH HOLDINGS, INC.",BASIC INDUSTRIES,ENGINEERING & CONSTRUCTION
LLNW,NASDAQ,"LIMELIGHT NETWORKS, INC.",MISCELLANEOUS,BUSINESS SERVICES
LMNR,NASDAQ,LIMONEIRA CO,CONSUMER NON-DURABLES,FARMING/SEEDS/MILLING
LINC,NASDAQ,LINCOLN EDUCATIONAL SERVICES CORPORATION,CONSUMER SERVICES,OTHER CONSUMER SERVICES
LECO,NASDAQ,"LINCOLN ELECTRIC HOLDINGS, INC.",TECHNOLOGY,INDUSTRIAL MACHINERY/COMPONENTS
LIND,NASDAQ,LINDBLAD EXPEDITIONS HOLDINGS INC.,CONSUMER SERVICES,TRANSPORTATION SERVICES
LINDW,NASDAQ,LINDBLAD EXPEDITIONS HOLDINGS INC.,CONSUMER SERVICES,TRANSPORTATION SERVICES
LINU,NASDAQ,LINIU TECHNOLOGY GROUP,CONSUMER SERVICES,SERVICES-MISC. AMUSEMENT & RECREATION
LPCN,NASDAQ,LIPOCINE INC.,HEALTH CARE,MAJOR PHARMACEUTICALS
LQDT,NASDAQ,"LIQUIDITY SERVICES, INC.",MISCELLANEOUS,BUSINESS SERVICES
LFUS,NASDAQ,"LITTELFUSE, INC.",CONSUMER DURABLES,ELECTRICAL PRODUCTS
LIVN,NASDAQ,LIVANOVA PLC,HEALTH CARE,BIOTECHNOLOGY: ELECTROMEDICAL & ELECTROTHERAPEUTIC APPARATUS
LOB,NASDAQ,"LIVE OAK BANCSHARES, INC.",FINANCE,MAJOR BANKS
LIVE,NASDAQ,LIVE VENTURES INCORPORATED,FINANCE,FINANCE/INVESTORS SERVICES
LPSN,NASDAQ,"LIVEPERSON, INC.",TECHNOLOGY,COMPUTER SOFTWARE: PREPACKAGED SOFTWARE
LIVX,NASDAQ,"LIVEXLIVE MEDIA, INC.",CONSUMER SERVICES,RESTAURANTS
LKQ,NASDAQ,LKQ CORPORATION,CONSUMER SERVICES,MOTOR VEHICLES
LMFA,NASDAQ,"LM FUNDING AMERICA, INC.",FINANCE,FINANCE: CONSUMER SERVICES
LMFAW,NASDAQ,"LM FUNDING AMERICA, INC.",FINANCE,FINANCE: CONSUMER SERVICES
LOGI,NASDAQ,LOGITECH INTERNATIONAL S.A.,TECHNOLOGY,COMPUTER PERIPHERAL EQUIPMENT
LOGM,NASDAQ,"LOGMEIN, INC.",TECHNOLOGY,COMPUTER SOFTWARE: PREPACKAGED SOFTWARE
CNCR,NASDAQ,LONCAR CANCER IMMUNOTHERAPY ETF,N/A,N/A
LONE,NASDAQ,LONESTAR RESOURCES US INC.,ENERGY,OIL & GAS PRODUCTION
LFIN,NASDAQ,LONGFIN CORP,TECHNOLOGY,EDP SERVICES
LOOP,NASDAQ,"LOOP INDUSTRIES, INC.",PUBLIC UTILITIES,TELECOMMUNICATIONS EQUIPMENT
LORL,NASDAQ,"LORAL SPACE AND COMMUNICATIONS, INC.",TECHNOLOGY,RADIO AND TELEVISION BROADCASTING AND COMMUNICATIONS EQUIPMENT
LOXO,NASDAQ,"LOXO ONCOLOGY, INC.",HEALTH CARE,MAJOR PHARMACEUTICALS
LPLA,NASDAQ,LPL FINANCIAL HOLDINGS INC.,FINANCE,INVESTMENT BANKERS/BROKERS/SERVICE
LRAD,NASDAQ,LRAD CORPORATION,CONSUMER NON-DURABLES,CONSUMER ELECTRONICS/APPLIANCES
LYTS,NASDAQ,LSI INDUSTRIES INC.,CONSUMER DURABLES,BUILDING PRODUCTS
LULU,NASDAQ,LULULEMON ATHLETICA INC.,CONSUMER NON-DURABLES,APPAREL
LITE,NASDAQ,LUMENTUM HOLDINGS INC.,CONSUMER DURABLES,TELECOMMUNICATIONS EQUIPMENT
LMNX,NASDAQ,LUMINEX CORPORATION,HEALTH CARE,MEDICAL/DENTAL INSTRUMENTS
LUNA,NASDAQ,LUNA INNOVATIONS INCORPORATED,HEALTH CARE,BIOTECHNOLOGY: COMMERCIAL PHYSICAL & BIOLOGICAL RESARCH
LBC,NASDAQ,LUTHER BURBANK CORPORATION,FINANCE,MAJOR BANKS
MBTF,NASDAQ,M B T FINANCIAL CORP,FINANCE,MAJOR BANKS
MACQ,NASDAQ,"M I ACQUISITIONS, INC.",FINANCE,BUSINESS SERVICES
